Video_Name,Saliency_Score
j1Pb8YU8wQo,0.716723194387224
89xTTczbv0E,0.9129444882997031
FG1hCPijyj4,1.074461184725983
ATvKJ_HftNs,0.7048288867264599
2n7xgho1gIo,0.6116701105875628
nTq1Sd9N7E8,0.7739315325704713
NsRj-9Y4fZ8,0.9983464198616835
OhM-Aeyqp6c,0.9683791529124891
HTdrfsG2ikA,0.7312139208614826
FFJb0M-cur0,0.94052979690688
khyuH_QfoWU,0.8104794619412258
Dy8ogOaKk4Y,0.5833896690063061
psWarhwc4eY,0.6432157770776358
TlF8M_U7khI,0.5909894436111917
npGwq_ZxVKk,0.6444684475407763
agij_IxGjCI,0.7405566369278693
kRpPu6OoP00,1.108424003901226
VpK8fpqPJT0,0.5028589830944573
4jpXt-Y-Nm4,0.7899880822215761
BLoTRK7sPk8,0.6618908828412983
gYo-icA2848,0.5792927817584803
vyit-1zKsZ4,0.7062192320309836
1gBwyk4MGG8,0.9709112525193228
QLzJDFevQHM,0.8046253982850974
XYzJBJi_5S0,0.5160378038110036
-A8qdoRJbPI,0.6898257469847089
6i2sJwxw5Uc,0.5582557796500623
UNXDA-h6pP8,0.6053639265398184
Pt7s-mV8Ui0,0.8677781766244009
noo8-_LYIpA,0.8903523035963675
vbl7QeqfE-Q,0.467585117545198
eCSOQP9QTXI,0.6555276721145937
UzivaxYf1iM,0.8330484490031781
Ny_X4ZSbuKA,0.7572632021888965
5xeCd1lQuXs,0.6546669207352529
XZP93IEudag,0.8182018339972604
4DVah3bZlV8,0.6124072893744423
o4ah2I8YjkQ,1.1061485062980052
-AndA2beJVc,0.8608624472990072
ykXKit5hvJ8,0.7434812898901727
G_SvwkqZJAY,0.46867390001676357
Le122vas9aM,0.4503711756682934
VMZtG0O9sbU,0.40453758626437386
VJyTDiFJxhI,0.7841379996548351
rslUfl6OsV4,0.8389921098947525
eAIKvD_gLJo,0.6477970375368992
F1ma0rjK1hc,0.6448450910369146
wZORPVmXN7k,0.6528223344660181
4xgPBb1xHYI,1.1228591701911605
